100,500,1000,5000,10000,50000,100000,500000,1000000
6,56,111,854,1561,9124,25866,114045,258611
3,110,164,841,1628,9313,24633,112296,236970
3,90,159,692,1609,11323,22985,107811,247151
3,63,260,802,1733,8268,25461,114933,247033
3,90,166,673,1939,9128,20273,113423,232673
3,82,120,738,1980,10377,18634,126217,228852
4,67,136,859,1569,8809,23548,109448,262538
3,41,108,818,1618,8652,17749,115190,224293
5,73,114,689,1560,9841,17392,125850,474827
3,86,198,1155,2508,22134,41986,214674,471423
3,155,427,2470,2699,15030,34371,204169,409461
4,195,349,1565,2778,18490,43105,198849,471798
3,76,240,1326,3112,14421,34626,199479,486697
2,91,349,1164,3471,15670,46310,180336,399787
3,113,244,1200,1938,20376,31109,215917,408800
2,131,336,2259,2994,17929,35249,194650,453877
5,144,235,1817,2781,14804,37053,234486,508089
3,112,215,1362,2943,16855,41902,248324,487490
3,87,142,1131,3355,18167,33068,203669,421492
3,177,282,1821,2724,20809,33740,191668,415292
4,117,203,1615,2930,15788,37535,214094,431870
2,48,104,1839,4721,17547,42760,225563,442929
2,93,128,1464,4284,16014,38219,156015,410729
3,156,278,1510,3416,18685,43132,201529,444740
3,116,284,1276,3039,16678,34236,225836,378213
4,108,187,1522,3001,16369,40207,240582,417055
3,129,224,1211,2407,22719,32963,205751,441670
2,205,241,2106,4787,17030,38647,215505,456896
4,181,357,1796,2721,16904,38442,221110,482262
3,132,279,2431,3793,16415,38729,106585,276826
3,73,136,694,1486,10754,20152,111576,266364
3,82,149,709,1839,10885,18173,115747,220637
3,74,171,734,2469,8198,21122,119620,226093
3,89,160,693,1611,8741,23543,112982,250204
3,99,181,730,1698,10559,18520,110751,250909
3,99,120,753,1624,10151,19665,106956,218466
2,99,381,1027,1530,10134,17894,125074,251509
2,43,147,680,1532,9391,21760,132815,248430
3,122,193,865,2038,8094,18614,119454,259262
2,20,108,719,1493,9725,18105,118683,236616
3,122,132,918,1471,11487,20558,130841,249935
3,112,237,871,1681,11055,25467,117630,244013
3,137,187,710,1970,9965,18983,112500,281143
3,122,214,715,1412,9709,21561,117246,276358
3,57,110,983,1490,9100,19618,126100,232397
3,120,216,815,1640,9343,20225,123667,225481
3,54,136,740,1786,10786,20742,104328,227529
2,38,152,701,2279,10039,18408,115670,247032
4,101,132,898,1593,8272,17290,108357,249033
3,40,241,762,1465,9083,19786,107981,236226
2,62,188,702,1526,8564,17493,123385,244146
2,60,131,690,1482,10874,20585,122752,228437
2,39,144,1156,1925,9468,20545,108324,226573
3,99,229,752,1758,8690,18061,116630,230564
3,87,126,691,1535,9346,19993,107248,237472
3,108,145,644,2050,8988,20362,125578,237206
2,55,215,809,2238,15128,22806,117650,249145
2,50,127,860,1709,11382,22176,102121,226826
2,24,120,709,1443,8943,16804,115826,242774
4,51,123,774,1786,12129,25996,115352,229846
2,49,113,793,1873,11338,19925,113547,276682
3,53,136,681,1839,8385,19459,122525,273236
3,80,265,687,2020,8368,24523,104917,239351
3,106,202,680,1504,11113,23299,119606,232373
3,83,195,700,1535,8814,21076,111411,255933
3,120,105,823,1556,8828,19292,115499,227176
3,108,129,684,1918,9612,17971,111230,276968
2,55,214,739,1722,8895,20690,107357,274546
4,53,237,732,1916,8439,23538,111102,222279
4,47,202,710,1577,9176,18512,112927,252332
3,60,147,882,1862,8212,21979,117896,262266
2,49,115,1194,1827,10660,21049,112896,329762
3,66,198,1346,1826,10432,29158,128867,291966
5,137,181,1769,2293,13120,22535,149190,308078
2,61,151,877,2438,13762,22368,132071,333570
3,96,244,1304,1832,11358,27856,162569,305362
3,77,234,768,1610,12432,21094,130729,245502
2,84,142,709,1529,11786,21612,107930,243391
4,86,249,775,1662,10190,18815,123114,283316
3,96,201,805,2347,11425,18702,130312,230772
2,47,113,707,2200,10957,26267,114337,254826
3,76,133,710,2617,11559,23207,119921,293273
3,94,228,693,1449,8156,22055,124312,321161
2,51,121,967,2026,13195,20155,117026,255310
3,81,227,652,1615,9907,18084,140361,258058
3,52,111,901,1444,10004,19927,113570,262102
3,72,133,771,1494,8892,20554,117479,239211
6,139,133,642,1638,13208,18647,135564,267059
3,111,212,797,1725,8524,25098,122860,260954
4,130,243,686,1555,8851,23119,136705,261791
2,96,121,1454,1991,9322,20338,138675,260650
3,76,131,1136,2401,9183,18593,125634,247054
2,52,123,743,1617,10836,23920,126498,254825
4,57,159,877,1859,10504,21755,129633,317880
4,103,146,742,1498,10323,21386,111219,250548
2,50,149,1070,1520,13432,26032,136047,243029
2,75,149,885,1821,8212,17630,121649,286380
3,84,215,928,1700,9863,22612,133643,271091
3,66,247,709,1736,8969,18904,108246,271622
3,89,194,709,1701,8100,23622,108185,251398
