100,500,1000,5000,10000,50000,100000,500000,1000000,
8,35,76,500,1170,6487,13464,73483,179026
9,58,122,740,1535,10624,17494,116070,186201
8,46,85,544,1072,6117,16462,89590,196981
5,35,77,472,1046,5915,13708,80940,155325
5,36,77,482,998,7549,12705,71938,176819
7,51,111,644,1029,5976,12284,72662,159790
5,35,81,498,999,6034,13080,77537,160344
7,54,117,740,1555,7617,12388,73484,160679
5,35,82,513,1036,5983,13258,73763,152344
5,34,77,475,1011,6179,13779,72968,152698
5,34,76,483,993,5998,16296,72370,159813
5,38,78,482,1034,6075,14658,80269,155023
5,37,79,469,1014,5999,16546,72098,146623
10,63,81,520,1027,5761,12773,72866,146389
5,35,74,458,1013,6007,11990,70373,159408
5,56,84,492,1170,7679,17123,83570,150624
7,47,101,613,1341,8075,12731,74775,156440
5,35,74,490,1006,5810,13335,78597,158677
5,33,77,473,992,6007,12298,72152,179644
5,39,86,506,1108,5980,12719,88142,161764
5,34,77,474,997,5966,12941,74397,184543
5,35,81,636,1022,6611,16798,90394,178662
8,54,121,895,1473,8351,14817,98822,184936
6,38,78,502,1224,5935,14217,81541,185476
10,91,196,983,1149,7330,15262,80806,166232
7,51,101,647,1223,7008,13011,93389,174667
7,55,107,680,1538,8336,12474,82266,178274
7,52,109,1104,1581,7831,16083,83020,194536
6,36,75,501,1050,8154,13656,76489,164623
7,49,96,618,1387,7757,13234,87514,168839
8,54,113,682,1573,8592,15923,90815,193073
6,49,90,550,1441,6544,16456,80215,165429
5,36,86,536,1262,6266,14930,81987,173944
8,49,139,639,1258,6906,13349,83413,191980
5,33,77,479,968,8003,16221,82138,179806
7,42,85,571,1279,6374,15313,82177,171416
5,36,85,591,1404,8630,13855,86219,200518
8,49,117,495,1053,7672,18653,92920,178151
6,43,96,646,1364,6922,13462,94363,178760
5,35,76,602,1023,6681,15823,80150,191413
6,36,84,657,1374,6595,13486,94257,181545
6,37,85,533,1098,6401,16583,94489,173123
6,41,90,562,1209,8320,17230,89148,173932
8,48,114,689,1518,8466,16130,93233,188975
5,37,81,494,1087,8246,13503,92668,186101
8,50,115,718,1464,8743,18639,80356,180218
7,49,108,536,1029,8110,13298,75403,172964
5,34,79,477,1048,5898,14946,83765,169325
7,48,111,655,1362,7770,13821,86144,174713
6,47,76,503,1091,7592,13336,81080,179901
14,86,158,685,1332,8285,14456,81564,172447
5,33,76,470,995,7807,15303,87425,190442
5,36,82,516,1073,5752,17558,82373,173516
7,46,100,2688,1341,7668,15086,88629,179462
7,49,104,650,1367,5874,13141,80204,173154
6,38,85,504,1111,6686,18446,94622,170547
5,36,77,483,1044,7996,14700,82953,166887
5,37,80,498,1063,8123,12800,78257,193927
5,33,72,482,1010,6402,15172,76971,177533
7,52,114,654,1471,7033,13365,87508,167148
5,34,81,492,1024,6692,13239,86411,171853
8,55,94,513,1068,6488,13648,88846,181295
5,35,82,514,995,5754,15893,86828,171831
7,48,110,696,1552,6633,16634,89374,164441
5,41,103,570,1148,6678,16982,83849,176459
7,34,77,474,1063,6144,15550,91747,176853
6,51,80,621,1222,7150,13629,92437,178181
6,39,86,610,1414,7144,12741,75290,170009
8,56,122,715,1482,8519,16746,80943,186331
5,36,79,491,1053,6583,15856,81971,178619
7,49,119,589,1145,6115,14888,82917,173392
8,51,112,705,1771,7846,16639,80037,171986
5,33,76,482,1192,8275,15255,90232,167481
7,35,76,482,1016,6083,12064,88279,194491
7,54,107,676,1459,6536,16523,83312,169845
8,50,106,660,1313,5780,14195,88604,169765
6,33,76,493,996,7950,12983,86968,175588
7,43,83,527,1024,8213,15470,77032,184369
7,51,103,649,1494,8429,12267,75219,193886
6,34,98,529,1153,7752,15435,78254,161337
7,45,106,649,1764,6723,13536,78178,165692
6,46,86,529,1193,6121,17517,87514,175425
5,34,101,486,1000,5853,18400,86127,170264
7,48,113,668,1403,6756,12360,77313,169888
5,43,77,534,1075,6279,13357,90295,166529
5,37,77,544,1147,8970,12933,84513,161505
7,49,109,694,1280,7394,13252,87084,178724
5,32,76,466,998,6324,18711,78207,176175
5,34,74,479,987,5769,13971,93372,185214
7,54,127,703,1431,8714,12968,94479,168875
7,34,102,597,1729,6669,16116,87395,182143
5,33,79,615,1360,7706,15876,94838,167845
8,42,76,599,1090,5849,12746,85995,174010
5,33,75,474,999,6806,13236,83032,175869
8,56,112,676,1559,6003,13341,80429,185473
5,35,82,475,1036,7862,15443,86192,190667
7,49,108,666,1488,7274,16868,94851,195203
5,33,77,498,1018,5584,13773,77461,179754
5,36,81,531,1175,6233,14869,79679,173652
5,34,87,491,983,8089,12828,86115,182818
