100,500,1000,5000,10000,50000,100000,500000,1000000,
37,164,315,1591,3236,21375,44865,206186,389670
37,156,348,1551,3469,15866,32916,166925,393009
37,156,309,1565,3149,28984,40448,173347,346067
37,154,307,1589,3222,16144,32797,171261,343132
57,185,308,1548,3319,15894,32601,168306,342434
37,170,309,1567,3166,16088,39362,179142,459679
41,165,315,1621,3234,16254,32807,192477,537438
61,276,524,2298,3377,20839,32725,177530,379379
40,163,309,1554,3147,16585,52719,231306,408750
101,349,685,3103,5380,22188,38052,182637,369425
124,382,527,2634,5228,25574,32887,201722,398479
51,178,338,1558,3235,16726,36679,198036,393029
162,388,769,2619,5174,25249,54626,184262,476958
149,394,706,2560,5293,25492,52600,269768,378256
41,159,315,1614,5396,16229,42689,188254,441482
46,156,310,1570,3168,25629,32697,193413,366972
41,164,315,2474,3179,16469,49371,350347,657581
79,358,528,2817,5689,28143,64898,338550,780008
66,270,545,2692,5443,32789,74724,388184,660141
63,268,630,2699,5353,38339,67089,357220,628920
64,270,530,2817,8045,33538,61319,307699,657325
68,270,543,2745,7973,29863,69873,306479,630350
119,371,712,3878,6401,31131,59760,317956,647706
172,565,524,5577,10467,39273,84787,343075,682424
164,607,1169,3680,7752,28357,73140,336682,686990
72,409,1245,3725,7183,27645,83976,378599,661774
103,456,890,4589,5921,28301,71089,318817,630112
117,347,681,3241,9278,29141,66107,299180,693985
136,367,795,3783,8330,31254,70634,332862,625063
122,369,749,3853,7614,36044,64074,349626,494568
42,157,308,1560,3139,19379,35668,182203,337251
118,389,687,2829,5824,19421,32835,240280,347292
42,159,314,1608,3240,16466,32692,237610,373273
117,329,510,2546,5220,25319,51218,169266,371483
112,254,497,2556,4870,25259,50454,187058,404979
46,159,309,1723,3218,16179,35031,174181,410819
42,158,310,2558,5105,18504,36902,176457,363450
42,164,326,1589,3220,16358,32711,206425,353697
44,159,311,1588,3160,16661,33014,169599,373835
44,158,309,1595,5078,16008,33027,170111,354923
43,287,529,1899,3238,18935,33674,194427,339370
41,160,315,1606,3340,16410,32540,171788,368339
112,251,491,2580,3105,16040,33119,191338,360120
44,160,311,1583,3223,25838,34873,192650,352982
44,166,315,1601,3218,15873,32300,165928,353113
42,161,315,1605,3234,17024,32899,176741,353514
41,158,482,1631,3425,16409,36931,244420,347961
42,159,322,1616,3213,16154,32705,171953,359345
