100,500,1000,5000,10000,50000,100000,500000,1000000,
39,290,448,1728,3911,24318,42672,231325,427489
63,242,663,2468,5743,18588,37275,206169,426599
63,284,856,2110,3422,17937,36424,220197,410854
75,166,324,1992,3393,20849,37702,188962,415476
38,166,420,2146,3407,21176,38475,209543,427067
64,166,325,1695,4291,20944,35977,188163,386729
65,285,566,1735,3423,21219,36096,192938,383048
64,215,621,1919,3505,17892,36301,189826,444687
80,165,327,1698,5929,17821,36242,188045,385341
68,289,577,2284,3404,18061,36386,190736,430463
66,389,740,1717,3418,27510,55279,187564,409384
66,299,591,1884,5456,28116,37077,190078,395530
67,328,574,1705,5557,22312,36638,188283,468871
66,296,389,1709,3423,21010,36129,188668,389859
40,167,334,1969,6088,30543,61842,189248,383453
44,173,346,2309,5455,28439,36059,187743,490729
67,288,569,2596,3450,17816,36182,187867,382406
70,290,606,1705,3435,18186,36401,205360,398451
64,272,501,2636,5918,27594,41199,187588,415113
66,305,512,1693,3478,17962,55321,202707,541663
67,301,583,1700,4328,17711,35904,188466,392730
41,290,587,1707,5438,18086,37333,196482,414606
41,168,334,1711,3475,18133,36275,191399,437208
66,167,334,1695,4661,17852,52435,280754,387065
42,173,343,2062,3438,17759,37796,217784,423421
67,290,392,1707,3441,17862,36205,192006,541123
68,299,744,2710,5494,27674,36216,238945,434886
114,348,550,3028,5971,30659,40769,283880,475461
43,166,329,1709,6052,30456,58159,205535,596362
41,285,333,2615,5748,28854,58516,198673,388186
42,176,588,2820,3439,20109,36742,221458,461391
51,170,343,1705,5398,27468,56255,204116,384548
70,290,327,1717,5368,27268,40635,193880,386094
42,296,586,1840,5441,27394,55654,213432,387273
104,356,507,2637,5366,27303,54976,277666,416357
69,293,528,1682,3428,17883,36899,209541,387135
83,286,731,2766,5520,27479,36164,187197,438176
75,289,441,2654,5395,27204,55256,189721,406556
65,383,742,1691,5326,27493,35963,228046,389521
44,168,471,2724,3426,27300,54494,231278,410558
66,292,510,1730,5631,20311,54302,195039,387218
67,298,339,1694,5962,20044,36813,293593,507271
100,369,563,3069,6236,20147,36426,305498,415224
41,167,332,1710,4150,27115,36023,217766,520588
43,400,496,2649,5416,22995,55470,191340,384948
66,170,380,2925,3424,18598,50737,189284,524465
69,300,915,2665,5535,28170,37319,255604,394911
66,207,1088,1911,3464,22766,36557,191694,512131
66,288,730,1687,6525,18290,54432,222026,387941
96,247,330,1696,5393,17651,35974,208519,473416
67,288,578,2676,5394,27581,55012,260333,567787
50,168,491,1706,3439,27308,40839,188798,568570
66,289,732,2885,5365,21084,39057,258291,398944
52,238,518,1850,3596,27750,55581,192678,393136
65,288,581,1729,3423,17742,36267,197719,403315
69,299,329,3013,6120,30657,60925,250196,400228
73,289,524,1713,6160,17916,42828,205006,464624
40,285,761,2645,5618,27674,55366,234033,524604
112,381,529,1697,3603,19671,58684,204337,439378
68,289,532,1706,5702,17690,36030,216478,392860
66,290,734,2638,5399,27554,36144,205398,385303
50,246,339,1688,5341,28397,55947,214289,418904
42,392,585,2775,3423,19131,36393,236658,430347
68,287,334,1768,3471,27495,55378,281796,450895
66,291,572,3007,5476,27291,56426,194376,545542
40,246,498,2635,5465,20771,54382,276815,400442
71,167,501,1717,5493,21002,57910,215153,381739
41,245,508,2641,5559,27172,35818,282340,411546
108,388,591,2741,5422,27722,47551,209256,403286
42,170,804,1730,6042,30803,66498,286806,396686
52,293,329,2979,6079,30730,36449,264151,410857
49,174,343,1712,3459,27403,38025,206963,400912
65,297,661,2636,5393,27689,36026,206749,407726
41,167,333,2922,5401,27460,36203,206324,405318
67,342,445,1702,3543,27059,36341,196987,390072
66,274,332,1699,3450,17740,55900,198219,389177
48,169,336,1706,5886,27828,36583,189388,390894
42,168,329,1737,5340,27336,54644,214394,384116
54,291,345,2680,5391,18520,55361,190374,431233
42,170,331,2705,4569,27751,36700,188606,416535
67,289,747,2648,5523,27454,55069,241502,499603
41,166,554,2697,6313,27431,38418,270731,413299
41,169,339,2091,5378,21708,36475,206338,415750
109,378,336,1787,6152,30745,58393,190494,424974
68,301,607,1749,6136,21824,36680,241392,485956
111,272,507,1743,3439,17903,53500,192452,408493
80,388,503,1709,5628,21421,53702,205422,569331
92,249,543,2793,5845,17817,39161,295490,419542
72,652,336,2978,5838,29130,52901,289681,413078
42,295,553,1717,3456,27961,56382,199664,442593
66,304,508,1833,5393,27435,38021,188178,384290
107,374,410,1846,5538,27720,36856,271726,383406
161,170,362,1870,3460,18412,36574,212667,569834
65,287,569,1709,5479,25567,55228,257918,405799
90,173,422,1790,3583,17839,55119,190838,457855
81,287,753,1763,3446,27593,54450,200723,428585
42,168,334,2656,5626,21730,54766,209422,425152
105,401,518,2926,5990,17697,36892,216269,436831
66,170,339,2483,5988,18817,61615,192610,421205
67,301,574,1705,3409,27496,36738,196112,444511
