100,500,1000,5000,10000,50000,100000,500000,1000000,
5,17,39,256,603,3773,7532,60635,93983
6,30,54,270,580,3427,7511,46210,96971
3,17,40,273,587,3468,7551,43290,94878
3,30,36,273,1095,3462,8529,46067,93312
3,18,38,262,598,3593,7581,43470,92942
3,18,38,264,601,3533,7354,43287,99787
6,28,43,265,593,3455,7346,44041,93992
3,18,34,275,587,3465,7544,43288,93794
5,31,58,266,598,3450,7457,43170,93930
3,16,36,274,591,3461,7537,43480,95274
3,18,41,271,669,3456,7358,44170,93279
6,31,76,269,602,3444,10844,50060,97270
6,31,94,269,588,4186,7383,46294,96769
3,31,69,271,598,3460,8097,44073,96061
8,28,69,268,791,3461,7471,43175,98329
3,17,36,273,588,4152,7742,43905,94051
5,28,64,383,582,3460,8314,52262,99214
5,33,41,273,578,3995,7335,45128,107569
6,32,69,287,601,3501,7718,43940,123513
3,15,36,254,586,3456,7367,46215,99474
3,18,42,287,607,3431,7382,46195,97372
2,16,39,270,589,3440,7597,47317,97458
3,18,39,264,597,3444,7409,45938,102108
3,17,36,253,615,3466,7373,43459,103017
5,17,37,266,592,3599,7381,44742,93883
4,16,41,278,594,3497,7511,44532,97591
5,30,72,265,588,3453,7955,44405,97170
3,17,38,274,595,3449,7434,45650,95666
5,32,63,270,591,3437,7350,43524,96128
4,16,41,258,587,3784,7512,43135,97854
5,28,72,273,601,3453,7628,44653,96066
7,26,62,339,598,3447,7468,44370,101507
5,27,68,261,589,3454,8085,45281,96645
5,28,66,300,585,3552,8518,43979,95213
5,29,161,275,588,3435,7396,45298,94633
3,16,62,269,580,3857,7419,47054,96070
3,18,37,267,583,3463,7559,45900,96160
3,16,35,272,587,3477,7430,44149,97337
5,31,61,276,588,3551,7619,44827,94808
5,31,75,262,673,3996,7354,45114,95506
2,15,38,266,588,3477,9095,46777,100036
5,32,67,271,600,3471,7345,44271,98274
3,16,37,277,585,3477,7356,46537,95676
3,17,37,265,604,4483,7395,44227,93350
3,16,42,271,598,3442,9262,45561,97710
3,16,34,273,603,3548,7370,43521,96369
5,32,37,274,592,3464,7366,45449,94018
5,28,66,267,578,3457,7415,45372,97791
7,31,63,269,881,3466,7511,45082,100554
3,24,91,269,599,3464,11996,44064,95852
5,20,62,307,927,3456,7458,46786,95601
5,32,39,271,594,3448,7402,44646,95093
8,30,67,270,640,3467,7384,45612,97982
3,16,35,266,596,4177,7931,44528,98446
3,16,39,433,604,3973,7357,43570,95497
5,31,68,277,588,3464,7343,44984,95613
3,17,35,275,588,3484,7440,43572,97142
5,31,72,270,602,3490,7462,47767,97042
5,29,100,397,586,3456,7945,44731,95986
3,16,35,270,585,4384,7375,47352,93490
6,30,73,274,592,4359,7351,45353,96345
5,32,59,270,586,3438,8173,44200,97381
5,28,36,251,599,3442,7833,44121,93816
6,27,72,271,759,3465,7374,44085,98326
5,32,66,275,594,3443,7453,46666,93991
3,17,39,272,595,3447,7581,44966,98167
6,27,65,342,588,3534,7555,43736,97867
6,31,40,264,582,3563,7362,44288,95645
7,16,36,270,590,3464,7708,45530,95230
3,29,38,271,592,3465,7369,50198,95955
3,18,39,268,594,3458,7484,44760,97386
6,33,38,269,595,4321,7433,46915,99496
3,17,40,274,612,3486,7445,43620,95769
5,32,70,279,587,3613,7383,43659,100654
6,33,39,258,588,3913,7629,44291,94721
5,28,66,275,593,3483,7372,43390,99224
5,32,72,269,601,4002,7389,45570,97192
3,18,41,272,597,3675,7613,45184,97722
5,28,39,260,592,3931,7389,44739,94179
3,18,97,291,717,3581,7417,43635,95293
5,31,70,266,593,3474,7443,44693,94447
3,17,47,264,576,3454,7561,45800,98231
3,16,69,269,591,3444,7454,43488,95639
5,31,66,300,599,3449,7892,47502,94520
3,17,68,271,603,3567,7618,43954,95113
18,41,62,274,599,3465,9328,46261,98478
3,18,39,266,602,3651,7410,43510,95913
4,26,58,383,908,5069,7476,43877,95975
5,29,42,267,599,3457,7908,46198,100522
5,28,62,295,591,3468,7464,43228,93981
3,18,39,276,591,3460,7391,43497,102318
3,18,36,268,588,3455,7488,47951,96355
5,27,71,269,596,3463,7368,44549,98120
5,30,69,318,588,3438,7362,47655,97433
6,40,64,269,1377,4163,7434,43565,95775
6,31,69,273,596,3446,7755,45701,95068
3,17,35,265,592,3473,7536,43443,95978
5,30,41,271,590,3443,7373,43802,95564
3,18,41,275,599,3501,7414,45322,95331
4,40,67,269,587,3443,9163,46752,98060
